id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
7698,2025-11-10,632,75,10,6,311.69,18.1,19.40136
7715,2025-10-31,751,69,12,4,1.81389,315.1,112249.12
7716,2026-02-19,2061,19,10,6,1758.9,,101.75171
7723,2026-02-06,2386,53,8,2,334.11,,31098.89
7735,2025-05-14,1287,6,2,12,47966.0,9884.0,76427.83
7741,2025-04-04,2556,2,4,1,1058.52,249.63,47109.0
7742,2025-03-19,817,14,13,6,1157.23,11740.0,70803.17
7751,2025-02-25,2157,69,10,7,1666.53,,73854.29
7758,2025-10-25,1042,25,12,7,1393.38,,115.17028
7776,2025-07-15,2674,47,3,4,67.15,,3859.05
7779,2025-07-15,1205,39,13,8,44623.0,38.26,49929.74
7780,2025-09-21,739,49,4,11,1.00126,,99085.47
7787,2025-09-01,2321,40,15,1,1903.24,238.69,380620.42
7792,2025-06-30,1161,59,8,12,1557.36,242.4,280576.71
7798,2025-02-10,2645,52,10,6,533.6,131.61,12.96522
7809,2026-02-17,1841,64,11,4,1664.79,,309652.03
7811,2025-09-20,410,76,4,3,957.75,51.33,60526.39
7822,2025-03-17,163,71,14,9,243.03,20.92,42468.27
7831,2025-07-02,1116,38,4,2,26946.0,22.87,42538.35
7832,2025-09-23,987,12,11,9,826.53,134.36,121739.21
7839,2025-05-25,1385,40,13,10,1746.62,372.88,238148.16
7849,2025-04-29,1527,4,10,8,1848.92,,92562.71
7857,2025-01-11,1025,20,2,1,1906.67,322.13,253441.09
7872,2025-01-13,2461,78,2,6,1913.99,44576.0,101.84311
7882,2025-09-15,2658,63,11,1,81967.0,173.61,51.65898
7884,2025-12-01,1098,50,15,1,953.53,192.45,120652.16
7886,2026-02-15,2150,53,5,4,1693.35,323.51,49058.45
7887,2025-07-06,472,6,2,6,221.37,,6432.36
7892,2025-01-22,510,2,6,9,1.81236,235.24,52654.04
7896,2025-02-03,580,71,14,11,546.86,6389.0,60248.05
7898,2026-01-26,877,29,14,8,922.23,,151157.74
7905,2025-09-18,2853,25,14,1,1887.5,,164484.96
7913,2025-09-22,511,15,3,4,386.16,37.04,26392.37
7916,2025-03-15,2729,76,9,10,59441.0,49.87,12018.01
7924,2025-01-02,33,59,8,9,726.7,81.96,21.45547
7939,2025-11-12,2918,59,7,1,1357.27,164.23,189064.45
7942,2025-04-16,2091,79,1,1,1757.41,21743.0,133262.19
7948,2025-01-10,2912,18,13,5,1840.08,,58263.11
7949,2025-12-02,1406,55,3,6,607.07,49.3,102093.85
7952,2025-06-27,99,20,11,7,1.47053,,151297.48
7965,2025-05-10,524,54,1,3,1464.31,132.35,100867.29
7980,2025-03-03,437,2,7,1,111.0,,16755.58
7984,2025-10-25,2000,10,2,9,872.9,61.75,139250.8
7996,2026-01-30,2952,70,8,11,1193.08,177.76,78.11444
8006,2025-03-19,612,76,15,5,644.82,66.99,39111.94
8019,2025-05-07,1453,65,3,8,208.75,19.08,18345.43
8025,2025-12-26,1262,49,14,8,96844.0,,179686.77
8026,2025-06-18,380,22,15,4,88542.0,99.56,119240.28
8040,2025-03-12,2044,73,11,4,275.48,18.3,42.6839
8047,2025-07-06,2624,73,5,1,1235.58,265.99,102239.47
8054,2025-09-28,2979,39,6,6,787.17,61.79,114756.16
8057,2025-06-24,1794,56,9,1,1224.1,227.61,242036.61
8058,2025-12-11,2435,15,15,11,1.16902,198.04,173348.54
8061,2026-02-08,587,39,10,11,1927.09,,132886.74
8068,2025-01-26,2884,25,7,5,1471.74,258.35,60940.63
8070,2025-08-11,520,60,7,8,1337.68,11717.0,99.00325
8071,2025-02-23,1364,32,8,2,1934.02,42011.0,52353.72
8086,2025-09-22,1760,45,3,5,97472.0,,153.69218
8087,2025-12-02,1045,1,2,3,778.92,,32436.01
8091,2025-04-22,1703,71,1,3,76147.0,163.82,105013.88
8096,2025-02-10,681,9,12,2,432.85,34.56,77556.24
8098,2025-02-03,615,4,5,11,1145.38,64.35,139609.95
8111,2025-09-04,1799,95,3,3,1029.76,100.3,67201.04
8115,2025-05-02,2045,26,5,8,1534.57,37071.0,120252.45
8116,2025-06-27,806,30,12,11,1386.78,101.8,119981.42
8119,2025-05-17,2756,73,6,5,1379.25,289.41,75959.36
8121,2025-10-29,2546,56,15,10,1946.81,,211.50481
8126,2025-05-13,1803,70,3,3,1571.96,375.81,221121.8
8129,2025-08-11,280,4,14,9,186.38,2011.0,26393.39
8136,2025-04-19,2416,34,1,4,868.71,,50.83175
8152,2025-11-07,440,34,13,1,1.56313,172.64,111607.12
8154,2026-01-14,2466,55,3,11,1.84774,251.87,312896.4
8168,2025-02-10,669,41,7,11,557.91,84.5,70972.59
8169,2025-10-31,1947,47,8,4,1.15026,144.31,62764.15
8176,2025-07-07,1930,8,5,10,276.89,32.15,43940.52
8184,2025-07-18,1748,46,9,12,264.88,19.85,12522.84
8191,2025-06-02,1866,22,2,4,99544.0,7689.0,104455.73
8218,2025-10-17,1038,43,10,9,159.85,11.14,14346.76
8221,2025-03-05,1133,23,11,5,0.0,30146.0,102799.55
8233,2025-04-02,1285,28,13,10,505.34,3131.0,27258.18
8243,2026-01-02,1223,46,9,1,979.41,15544.0,160.36404
8254,2026-02-14,1888,68,5,6,49876.0,59.81,39767.88
8260,2025-04-05,2636,56,2,3,1389.28,24494.0,194.51137
8280,2026-01-23,899,12,14,11,1806.88,,77.98393
8289,2025-01-22,1298,9,2,12,1.88228,208.31,364796.57
8305,2026-01-27,2272,9,3,6,437.89,5865.0,31919.08
8321,2025-10-10,1513,60,5,3,1.6622,243.32,142443.48
8330,2025-07-03,2543,34,14,11,1266.89,216.64,162382.7
8335,2025-05-30,1943,54,13,5,1.26836,102.68,178705.4
8336,2026-01-07,42,77,10,12,428.86,70.2,25725.67
8354,2025-10-16,902,40,15,1,1.08655,264.2,190.58171
8363,2025-03-03,776,68,14,8,910.89,183.23,75020.8
8364,2025-12-28,880,50,6,9,1495.46,131.67,122909.84
8375,2025-05-24,2225,60,2,4,559.24,31.61,41779.08
8379,2025-02-18,2532,6,14,5,1554.89,120.39,122398.69
8384,2025-10-21,1912,68,7,12,1722.52,319.65,145763.58
8395,2025-12-22,53,25,10,8,504.22,110.47,75223.24
8396,2025-01-28,1874,66,6,3,33774.0,2441.0,57014.04
8417,2025-08-21,1330,60,2,1,113.85,1098.0,17932.88
8423,2025-06-29,2318,49,13,6,1636.15,397.75,158167.78
8427,2025-10-02,2021,18,9,10,1029.21,15601.0,118500.29
8434,2025-12-20,2392,71,3,4,1981.84,,89758.0
8442,2025-04-11,285,59,11,12,39844.0,9841.0,24571.07
8448,2025-09-04,953,14,10,4,446.69,57.27,30367.13
8463,2025-04-01,628,18,4,11,927.3,90.55,96.08365
8464,2025-12-19,834,61,7,7,277.12,66.13,52548.68
8469,2025-04-21,712,18,7,4,71621.0,,94775.46
8480,2025-11-23,2812,9,7,5,78.75,,2785.68
8487,2026-01-31,1034,3,15,9,1075.83,76.66,193155.56
8505,2025-06-21,496,56,2,7,55277.0,134.1,52674.26
8514,2025-08-15,2153,69,15,3,138.74,,10.11088
8517,2025-08-14,833,24,6,6,242.82,,15386.32
8526,2026-01-29,1619,68,15,5,1451.74,,282775.84
8535,2025-04-13,988,17,15,3,798.41,87.18,117843.47
8545,2025-07-21,1541,60,12,7,1.13518,89.53,198780.84
8546,2025-07-20,2941,71,11,6,490.32,4150.0,19833.55
8549,2025-01-10,1203,8,6,2,1451.3,,157225.79
8564,2025-09-11,601,68,3,3,85849.0,196.89,138369.78
8565,2025-12-24,2565,69,2,11,82.27,8.57,15089.09
8572,2026-02-07,868,53,13,3,71596.0,174.25,36020.36
8574,2025-10-01,2815,21,5,7,143.77,27.96,5.52923
8582,2025-04-27,976,47,3,5,990.59,,140.01565
8584,2025-01-01,1761,72,1,7,1.66381,11782.0,78426.18
8588,2025-07-17,858,75,14,7,1689.16,110.21,148178.28
8590,2025-01-19,131,68,5,1,501.63,,18.82369
8593,2025-06-11,81,19,13,5,1672.62,26000.0,196.30935
8594,2025-09-10,100,26,11,7,1803.31,,74137.44
8605,2025-04-21,2437,37,3,3,1.23676,19142.0,106393.56
8609,2025-05-30,616,61,10,5,81093.0,186.74,146126.68
8613,2025-09-11,14,78,3,2,1117.02,,153.95703
8617,2025-02-12,370,19,11,5,836.19,42.31,142592.12
8623,2025-08-16,1040,20,9,5,346.5,25.02,46554.6
8636,2025-08-10,2480,80,10,3,1794.11,108.43,265077.46
8639,2025-07-06,1734,8,2,8,1.22578,189.68,29.47791
8648,2025-08-25,2165,8,2,2,1512.41,154.23,263432.55
8650,2025-02-23,1513,49,5,11,561.1,4466.0,53734.46
8657,2025-11-27,148,29,8,11,188.83,42.93,29871.67
8665,2025-03-15,1576,4,1,6,84976.0,1236.48,123904.31
8672,2025-03-17,2024,16,6,5,1955.44,,210626.8
8685,2025-04-21,2029,56,6,7,1.36764,12942.0,35.99214
8686,2025-04-08,424,17,2,6,658.39,55.92,102120.54
8696,2025-04-16,1403,25,10,5,177.55,1267.0,11971.02
8705,2025-07-18,2653,1,8,6,1359.52,7026.0,91078.8
8714,2026-02-17,1464,78,1,11,1691.5,241.14,308952.56
8716,2025-07-29,1095,56,10,12,1.17347,,42732.65
8718,2025-01-18,1106,77,4,2,5371.0,324.0,2526.97
8728,2025-07-01,2399,21,8,10,1891.16,36378.0,93157.7
8736,2025-12-09,399,16,12,2,721.5,167.97,24353.2
8740,2025-04-15,1679,76,9,12,1134.09,245.66,110405.94
8754,2025-03-23,129,19,12,2,1671.73,243.93,272955.42
8770,2025-05-02,134,68,2,8,276.02,52.69,32.84343
8780,2025-11-24,1100,11,15,7,834.18,,50.70535
8792,2025-12-08,1915,31,14,11,779.82,167.98,92022.91
8806,2025-01-21,2142,30,10,8,1157.06,181.51,34538.8
8836,2025-01-04,893,15,13,2,599.52,,105614.56
8837,2025-10-05,1465,11,8,2,1174.08,93.31,73445.75
8844,2026-01-01,2358,2,12,12,1306.71,,86655.44
8845,2025-10-09,856,47,2,10,972.27,224.23,41982.79
8856,2025-09-29,859,64,5,11,703.48,57.66,54985.84
8859,2025-06-07,2312,20,15,4,356.12,2198.0,30653.68
8869,2025-06-11,201,19,4,3,1.11455,25771.0,110247.83
8884,2025-02-21,978,75,15,3,96705.0,192.69,184090.57
8885,2025-01-17,2533,41,9,9,297.21,63.64,15411.67
8895,2025-05-08,1640,26,1,12,824.86,89.06,17141.27
8923,2025-04-26,3565,14,12,7,1.20461,214.14,114466.21
8926,2025-08-24,2888,5,6,1,72598.0,,62728.14
8930,2025-03-05,169,58,8,5,133.75,1440.0,8.16527
8941,2025-01-10,1901,26,13,10,1145.78,,189670.52
8957,2025-05-14,59,59,9,3,1617.96,351.48,206418.66
8968,2025-04-26,1746,35,14,5,196.76,17.79,17.00722
8970,2026-01-14,2522,58,14,4,281.25,49.09,20653.16
8975,2025-11-11,650,3,9,11,1545.73,,96.77225
8976,2025-04-16,1784,70,12,1,338.19,57.06,40943.89
8988,2025-05-23,1383,75,4,12,60509.0,,17858.68
9010,2025-07-03,137,12,2,7,1904.1,,83.49393
9017,2025-01-16,360,4,13,10,1.22357,292.01,219890.95
9035,2025-09-20,582,9,15,1,813.31,,62070.79
9037,2025-04-17,2868,55,6,10,466.52,,60960.05
9051,2025-03-27,110,61,13,7,1117.03,11116.0,208.8635
9059,2025-06-03,1296,71,4,6,135.62,7.43,7679.33
9060,2025-10-03,3592,5,3,6,329.67,30.37,53331.27
9071,2025-12-30,2682,109,7,5,1777.07,38393.0,230477.18
9081,2025-08-17,2826,72,3,3,86295.0,114.75,20.14427
9087,2025-11-06,453,76,2,4,1.67866,,280.12789
9097,2025-06-16,596,72,6,8,947.69,,48610.81
9099,2025-06-01,2159,36,13,11,1.50984,16530.0,97176.42
9112,2025-06-24,174,37,3,9,1121.42,60.92,113.0123
9113,2025-02-23,574,17,4,1,235.12,16.64,10386.56
9116,2026-02-04,457,48,12,2,801.86,51.54,37812.55
9119,2025-08-16,477,34,13,2,176.46,41.07,29545.9
9123,2026-01-30,2954,2,4,6,1748.21,,270.42077
9130,2025-05-04,2263,3,2,12,1626.19,394.58,302911.01
9131,2025-03-10,2539,20,13,10,79098.0,9776.0,144.77448
9133,2026-02-09,2434,43,3,7,1.75245,,280650.05
9134,2025-05-17,1734,13,8,5,60819.0,118.67,98468.29
9141,2025-07-11,2148,6,13,12,1223.92,292.86,147.75299
9146,2025-04-16,467,17,14,7,1748.65,364.72,330587.9
9172,2025-11-29,1569,16,14,1,1554.98,100.73,113.18915
9194,2025-02-01,1276,13,13,4,35227.0,75.93,14791.08
9201,2025-11-28,2623,2,7,4,1.03423,,64826.16
9203,2025-05-31,1540,46,2,5,1578.88,,114953.43
9215,2025-08-31,480,8,13,6,1966.7,46920.0,169042.79
9228,2025-07-19,57,79,11,2,764.16,111.69,64152.41
9233,2025-03-14,1353,59,3,6,428.31,25.54,73368.43
9254,2025-07-08,2453,3,8,3,986.84,234.94,76500.98
9264,2026-02-01,2033,34,7,10,1618.04,13458.0,136.844
9271,2025-10-12,26,11,2,7,35466.0,25.86,35502.76
9274,2025-04-02,2836,71,13,4,1.73877,11103.0,326.38456
9284,2025-09-06,150,80,6,1,1520.45,22975.0,96245.63
9291,2025-01-09,1980,68,11,10,1298.65,1651.3,139.50846
9292,2025-01-13,682,45,15,11,1185.96,28252.0,54668.75
9300,2025-08-13,1202,67,15,1,471.33,64.33,71054.51
9301,2025-09-19,2686,40,3,12,1624.87,24125.0,196285.51
9303,2025-04-20,82,58,8,10,591.9,83.73,20.71444
9304,2026-01-07,290,71,5,3,1857.47,,194.31093
9307,2025-05-03,2718,57,5,1,1198.34,175.79,85176.93
9309,2026-02-11,3502,2,5,1,458.39,10471.0,22.46144
9315,2025-05-15,480,57,2,3,1720.11,,63.90349
9331,2025-07-18,2788,48,11,1,519.64,4727.0,49526.06
9337,2026-01-27,1529,9,12,12,87315.0,144.7,100668.83
9341,2025-06-02,2704,9,12,6,1847.34,193.02,139153.16
9359,2025-05-10,3857,41,11,12,56.02,8.56,11.02505
9367,2025-04-04,2410,20,10,12,1953.46,,105773.39
9382,2025-09-02,649,26,1,7,1489.87,293.14,284079.91
9400,2025-07-14,2570,38,11,2,277.22,5481.0,19914.74
9405,2025-09-05,2271,42,13,8,1244.4,104.79,172642.16
9426,2025-10-06,2044,48,13,4,1349.14,98.05,66.08378
9432,2025-11-26,1842,77,13,6,1909.39,113.7,301689.9
9438,2025-10-07,1762,26,13,1,1.47107,349.06,202.43419
9441,2025-06-15,473,10,3,7,1433.96,134.42,91912.99
9444,2025-11-05,2520,52,1,11,1901.31,,313524.57
9456,2025-11-16,3710,52,15,8,1.82891,193.41,42.82829
9457,2025-10-15,271,96,5,3,794.58,,90196.85
9491,2025-12-05,1174,31,13,6,809.68,13729.0,61124.99
9493,2025-01-10,154,17,2,10,434.6,104.55,50.3524
9500,2025-09-02,2851,46,8,11,810.76,7520.0,41567.62
9504,2025-02-28,2441,69,6,1,1.21348,24371.0,51.36351
9509,2025-08-09,2938,61,14,7,1.94159,203.88,167629.83
9521,2025-02-02,179,48,3,4,968.07,,29514.86
9529,2025-12-18,2626,74,4,4,1626.38,,235.96347
9553,2025-11-30,275,18,12,3,294.77,7163.0,56999.59
9554,2025-12-10,2841,12,3,4,1593.25,28599.0,278154.17
9573,2025-08-11,912,44,10,9,168.93,,12190.84
9575,2025-12-26,1143,6,4,4,1164.78,199.11,26763.59
9591,2025-11-20,422,63,1,4,966.72,,77049.3
9600,2025-02-28,247,9,3,12,0.0,218.03,159796.36
9601,2025-02-22,2317,75,11,5,37058.0,,49.02373
9610,2025-05-05,2530,35,3,1,285.28,48.84,55672.83
9611,2025-07-17,536,18,8,6,1.01709,,59100.47
9613,2025-01-28,130,42,6,7,102.38,18.82,8091.87
9614,2025-05-19,99,27,7,1,142.89,18.0,6784.32
9619,2025-04-02,483,8,12,2,1217.12,243.93,217650.15
9628,2025-09-23,2500,6,12,4,1312.46,23737.0,177977.18
9643,2025-02-21,335,59,10,9,1888.04,381.98,373926.5
9648,2025-04-27,1925,20,4,8,1773.64,10573.0,157.14106
9662,2025-01-20,1990,5,8,7,1.45968,,57716.5
9667,2025-07-25,1241,37,7,7,77395.0,192.79,100.82185
9674,2025-10-04,788,59,7,2,835.5,50.95,67833.83
9690,2025-01-25,1112,25,11,2,784.36,61.25,70849.03
9705,2025-08-03,1281,44,15,9,460.15,9866.0,69392.15
9712,2025-12-31,2587,48,10,6,59815.0,130.81,55264.11
9713,2025-02-28,431,47,13,6,1212.0,188.38,105215.25
9718,2025-06-02,248,76,2,12,1386.64,168.68,243399.5
9726,2025-01-07,2569,40,2,5,1565.29,34206.0,302.70069
9729,2025-11-01,1696,14,8,1,330.67,5604.0,10044.53
9731,2025-12-27,160,36,1,10,240.78,50.25,32428.85
9732,2026-01-05,1288,49,3,9,1566.92,,163751.86
9736,2025-10-12,2653,6,14,6,6524.0,86.18,6240.27
9739,2025-03-11,1465,2,9,4,779.11,149.15,69.28701
9743,2025-01-31,2687,16,6,4,225.48,53.91,24234.25
9753,2025-08-30,215,24,3,8,1225.7,,214347.07
9759,2025-04-01,2313,20,8,1,644.85,,71094.41
9760,2025-08-19,2602,80,1,12,1644.55,287.83,186456.25
9763,2025-04-16,634,37,15,10,746.21,173.97,144871.9
9792,2025-07-13,1119,1,11,4,465.44,33.23,38702.93
9803,2025-05-31,1627,71,5,12,1955.3,295.06,309.52995
9805,2025-02-05,487,8,6,3,1163.26,233.47,177.94989
9836,2025-12-03,3689,55,13,2,1.96398,,60579.55
9847,2025-02-14,234,17,10,5,852.17,135.16,156290.29
9853,2025-08-11,2677,68,13,6,195.19,,7.48758
9854,2025-12-20,1986,72,8,5,964.71,193.18,96498.61
9865,2025-03-28,1507,6,11,7,554.58,,30179.93
9866,2025-01-31,2602,68,13,9,488.65,11706.0,32894.75
9872,2025-05-25,1335,20,3,11,85.24,1701.0,7.84831
9894,2025-11-10,45,34,13,12,242.98,47.2,15198.36
9896,2025-11-15,146,77,10,3,1307.18,124.84,159168.23
9898,2025-08-18,1023,2,1,6,1759.69,269.4,136321.6
9914,2026-02-11,1913,66,15,9,159.04,16.22,16.64495
9924,2025-06-06,41,38,7,5,876.88,16772.0,158382.7
9925,2025-01-16,281,80,13,6,1132.02,79.52,42.50738
9945,2025-01-31,2714,40,5,6,103.74,14.28,10910.94
9950,2025-05-14,2059,70,10,9,1.3126,30372.0,131984.49
9951,2025-01-26,3869,78,7,6,1540.07,,258762.57
9959,2025-12-13,2578,78,11,6,260.0,28.03,34726.26
9960,2025-02-21,2034,76,7,4,16044.0,39.36,6079.69
9983,2025-08-30,2334,37,1,3,565.25,94.58,103854.12
10005,2025-01-07,457,60,7,3,298.63,56.64,28257.56
10013,2025-02-17,1879,68,3,3,1274.62,134.81,190.83233
10018,2026-01-27,2570,68,14,8,476.54,,60282.12
10019,2025-07-19,114,79,12,3,1.54826,190.1,290945.47
10026,2025-11-11,1690,28,9,2,1533.96,215.07,255569.5
10036,2025-06-07,2446,32,12,1,1.86068,241.23,147.82372
10055,2025-12-16,1941,70,7,10,1737.98,206.56,264.66965
10061,2025-11-19,426,23,9,5,1764.25,33510.0,322407.48
10076,2025-10-10,523,24,14,5,1856.08,361.1,61768.86
10084,2025-04-22,62,37,8,5,1928.11,29147.0,129632.06
10103,2026-01-12,293,37,11,10,1098.02,198.41,107799.57
10110,2025-02-14,2330,11,4,9,1473.44,178.58,56.87641
10118,2025-03-20,162,52,4,5,64754.0,13211.0,61950.23
10133,2026-02-05,2674,7,3,8,1590.65,113.69,61551.72
10172,2025-04-03,960,68,11,10,1425.48,16286.0,147750.16
10176,2026-01-21,1426,5,15,11,99.53,18.3,17251.9
10178,2025-10-06,1988,79,10,12,532.97,,63872.92
10206,2025-03-07,626,7,13,1,1894.41,25565.0,251808.79
10228,2025-09-10,2951,21,2,7,1463.62,,35966.33
10245,2025-11-21,2441,76,6,3,369.28,34.65,13777.55
10246,2025-03-16,2043,33,10,3,803.66,,73.08527
10247,2026-01-09,594,75,8,6,1727.33,,185847.74
10249,2026-01-14,2109,11,9,2,1.19406,287.99,51677.58
10282,2026-01-02,2634,119,6,5,1758.91,29399.0,284798.19
10283,2025-04-09,2352,31,3,1,18919.0,10.84,4732.18
10288,2025-10-11,1263,24,8,6,1935.23,,204.16976
10291,2026-02-14,2978,11,8,7,377.89,35.66,46.3745
10292,2025-01-05,2580,14,7,2,98606.0,12655.0,108954.48
10301,2025-11-06,437,42,2,3,70.99,4.69,12373.39
10323,2025-01-03,1387,14,7,4,1328.72,30517.0,184363.21
10352,2025-06-08,1067,7,4,5,133.55,1873.0,23.35784
10385,2025-07-19,913,64,13,12,54326.0,107.58,65250.49
10391,2025-03-02,18,80,15,7,1046.34,12662.0,118833.5
10398,2025-03-08,2799,75,6,9,1799.7,278.41,239245.97
10403,2025-04-05,2988,61,7,4,1204.65,287.76,29731.87
10404,2025-09-28,1876,1,1,4,1163.78,97.62,130705.92
10411,2025-02-02,2819,15,4,2,546.58,6438.0,50124.45
10412,2025-02-22,203,78,14,12,657.55,,14526.46
10421,2025-10-01,692,32,6,5,1780.78,217.42,330746.3
10426,2025-08-27,2145,31,4,7,1107.68,184.06,162509.39
10435,2025-10-08,2629,5,4,7,1990.06,491.95,54501.69
10436,2025-07-09,2678,77,1,4,76.98,8.38,6432.63
10439,2025-03-06,764,19,1,5,744.04,13470.0,86602.28
10444,2025-04-12,2784,18,15,12,291.6,,20167.24
10458,2025-08-13,104,7,12,10,22888.0,,30829.47
10466,2025-06-22,1091,76,2,4,1.95445,332.36,302609.65
10470,2025-05-16,846,76,1,8,715.45,77.41,23813.68
10471,2025-10-13,66,63,8,10,1213.47,29129.0,160971.71
10475,2025-09-07,1355,75,13,4,200.03,19.72,23218.54
10492,2025-08-05,2231,79,14,5,34424.0,80.58,18.52692
10500,2025-08-12,2113,61,12,10,1977.11,303.83,195599.27
10507,2025-03-19,2432,73,15,5,29654.0,57.53,31.99655
10518,2025-12-04,1646,46,3,9,1123.29,273.81,99.98497
10535,2025-11-14,3527,53,9,1,944.6,19855.0,123034.73
10544,2025-12-07,2208,39,6,9,1075.38,221.53,156546.36
10546,2026-01-27,2462,8,9,3,49404.0,104.57,62207.46
10563,2025-07-03,2265,5,9,8,886.72,18591.0,174642.78
10565,2026-01-11,1275,30,14,9,1810.38,,109482.35
10570,2025-11-24,2616,44,7,11,1251.86,132.57,31097.97
10576,2025-01-18,690,3,15,8,1616.27,358.75,48763.26
10596,2025-10-23,3728,22,3,12,0.0,9713.0,199.29359
10603,2025-07-03,424,52,13,3,386.44,64.96,22183.78
10614,2025-03-10,2777,63,8,4,1213.7,27407.0,124688.22
10617,2025-09-29,23,52,7,8,1046.34,261.28,90985.44
10622,2025-04-24,843,23,6,3,1.14908,244.14,136452.38
10627,2025-11-25,244,69,8,11,1.74744,,158350.36
10631,2025-07-17,487,39,10,3,1396.23,194.47,121129.23
10632,2026-01-29,2698,116,7,6,63938.0,106.79,107.74351
10642,2025-11-27,336,37,9,5,882.08,,101.93447
10649,2025-06-14,429,13,11,12,111.92,8.63,3206.75
10650,2025-09-14,1748,53,2,8,756.55,141.97,94054.07
10660,2026-02-15,687,37,2,2,1973.95,362.55,145221.47
10679,2025-02-02,915,26,8,6,106.79,25.42,18105.27
10691,2025-06-12,1113,50,7,3,870.83,214.38,54.8585
10693,2025-07-29,635,26,6,12,144.56,22.22,19198.06
10695,2025-09-21,216,7,13,11,1218.59,,143565.07
10699,2025-09-19,1269,78,3,11,38861.0,3653.0,64.82416
10748,2026-01-19,996,22,4,11,1368.7,215.4,249.75402
10753,2025-05-14,1098,36,12,4,470.61,114.15,65.03685
10757,2025-07-31,1311,9,14,4,1.23834,,172.07432
10771,2025-12-18,2668,45,9,10,171.82,4219.0,24769.07
10785,2026-01-02,1355,63,7,3,1017.77,,32381.84
10799,2025-01-12,610,80,5,11,1.68777,305.49,162770.92
10803,2025-01-29,1989,74,2,3,1532.77,285.2,37209.96
10812,2025-10-26,2290,53,9,8,1928.62,422.33,264.43936
10865,2025-07-21,2785,18,14,12,1.43587,30472.0,44.32526
10870,2025-05-15,662,52,6,6,1184.36,276.37,71189.73
10912,2025-03-04,2889,40,15,9,37622.0,91.26,12005.7
10918,2025-01-17,1342,41,1,4,375.4,481.37,27192.75
10926,2025-07-02,450,60,4,9,1389.5,20785.0,54109.82
10935,2025-04-29,228,114,4,8,1959.38,176.95,94173.17
10939,2025-03-20,1275,110,10,4,1673.0,9771.0,129.14656
10945,2025-03-03,1958,35,3,7,65.09,9.72,10893.2
10957,2026-01-11,2407,19,12,6,1.38967,9356.0,44556.63
10961,2025-10-17,272,49,10,9,1.0513,141.12,149953.01
10962,2025-04-17,754,53,2,7,1511.17,223.5,87067.78
10967,2025-09-11,1207,39,2,5,342.26,72.19,18239.71
10973,2026-01-21,2699,10,2,11,1176.59,85.63,175.90804
10975,2025-01-25,3878,21,13,3,1211.26,1673.87,233048.68
10987,2025-02-19,1512,59,14,11,1231.25,192.26,28332.24
10991,2025-12-22,2161,48,11,3,1173.7,,101569.11
11003,2025-11-02,569,64,11,7,1.10825,180.72,125.36034
11009,2025-02-12,949,24,1,7,1759.33,409.45,95665.23
11012,2025-11-10,1541,19,7,2,1593.42,140.66,52334.06
11021,2025-02-01,731,50,12,10,1657.7,292.94,87.83052
11024,2025-05-05,111,25,15,6,17241.0,36.02,12270.02
11026,2026-02-19,211,19,12,9,1817.17,118.59,56.12298
11030,2025-11-03,1488,38,11,6,1099.61,133.92,32778.19
11055,2025-06-18,1918,54,5,10,48902.0,31.76,64.93222
11092,2025-04-15,2689,16,6,10,744.91,151.25,24631.39
11102,2025-02-06,1788,51,11,2,1.69016,247.3,325235.76
11116,2025-06-29,156,50,12,12,1214.51,211.96,26514.69
11158,2025-07-28,45,27,13,1,1547.85,272.25,203.89262
11163,2025-11-17,333,42,15,1,1198.76,,195483.58
11167,2025-04-02,1813,79,13,3,1711.34,,123403.22
11169,2025-02-03,119,54,10,10,1815.89,311.84,249235.17
11184,2025-02-28,1785,31,14,1,96921.0,16647.0,132.26588
11190,2025-01-18,1826,64,5,2,1719.01,,196600.9
11197,2025-02-25,2737,20,10,8,928.46,202.92,173794.44
11208,2025-02-04,2607,54,3,6,390.55,19.9,55266.34
11209,2025-05-01,1189,25,12,3,1162.93,200.53,201853.81
11223,2025-10-18,1448,11,13,11,23973.0,24.34,23060.67
11227,2025-11-16,773,16,15,11,1184.46,111.48,31.73805
11235,2025-01-28,719,4,11,9,544.85,,70.61502
11237,2025-06-13,690,28,7,7,1581.15,367.91,65.12818
11238,2025-07-20,1727,6,4,2,1480.36,134.53,149564.92
11239,2025-08-29,2085,29,7,10,452.76,,71054.07
11261,2025-04-19,1183,14,9,2,294.53,,34776.34
11266,2025-02-02,1339,48,8,3,1.42112,121.86,44995.79
11267,2026-02-12,771,30,9,2,1.35809,267.61,221949.79
11282,2025-01-24,2156,79,2,1,618.26,118.0,36350.1
11289,2025-07-25,111,40,15,8,1153.16,,95300.4
11292,2025-09-12,593,23,6,12,1905.38,105.5,249341.85
11298,2025-10-24,795,24,7,8,1176.63,10255.0,134.79901
11307,2025-03-29,2935,48,9,10,214.81,38.1,20100.47
11312,2025-02-16,85,23,4,8,804.78,,16808.63
11317,2025-11-06,2367,27,5,10,1.29134,,208.48344
11327,2026-01-14,130,33,6,9,86.09,18.32,12553.45
11330,2025-04-13,2857,13,2,11,0.0,7568.0,25462.33
11338,2025-01-26,702,9,3,10,1.44427,327.32,61108.17
11388,2025-01-14,1762,69,9,9,895.2,97.17,164908.74
11389,2026-02-17,51,59,4,12,1.06318,57.11,174385.7
