id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
15067,,2342,6,8,1,1084.98,,,"fecha_invalida,monto_invalido"
15068,,1656,62,11,6,1250.54,,54718.36,fecha_invalida
15069,,1618,20,11,8,1925.1,38560.0,80.75744,fecha_invalida
15070,,1826,77,3,2,656.72,115.98,111393.88,fecha_invalida
15071,,1063,51,7,12,1537.3,8827.0,,"fecha_invalida,monto_invalido"
15072,,2161,13,9,2,706.16,,136.40231,fecha_invalida
15073,,3781,40,12,9,,305.21,64.75126,"fecha_invalida,prima_invalida"
15074,,2798,5,9,4,,119.07,83523.24,"fecha_invalida,prima_invalida"
15075,,2038,31,15,10,1387.31,,,"fecha_invalida,monto_invalido"
15076,,94,66,3,11,,21772.0,,"fecha_invalida,prima_invalida,monto_invalido"
15077,,65,76,15,10,,34.6,,"fecha_invalida,prima_invalida,monto_invalido"
15078,,2469,47,12,1,1217.76,15588.0,115208.75,fecha_invalida
15079,,2871,18,10,2,992.21,118.3,83910.27,fecha_invalida
15080,,795,73,8,7,1.96483,224.85,98784.65,fecha_invalida
15081,,663,19,9,7,,231.46,276101.0,"fecha_invalida,prima_invalida"
15082,,941,64,6,3,1.66364,377.54,118.43305,fecha_invalida
15083,,892,4,1,2,450.2,,72467.13,fecha_invalida
15084,,735,6,13,2,429.11,,14987.25,fecha_invalida
15085,,1892,15,2,8,,30.71,20490.2,"fecha_invalida,prima_invalida"
15086,,1924,71,12,7,48051.0,10588.0,51247.34,fecha_invalida
15087,,1846,66,7,11,,4885.0,93471.38,"fecha_invalida,prima_invalida"
15088,,978,4,7,10,195.9,2472.0,,"fecha_invalida,monto_invalido"
15089,,1899,48,1,5,942.9,152.02,153198.72,fecha_invalida
15091,,2110,65,10,12,1767.82,32419.0,178.62832,fecha_invalida
15092,,2624,70,7,7,1.36212,,165572.39,fecha_invalida
15093,,1683,28,13,11,1267.03,95.23,179962.85,fecha_invalida
15094,,1809,30,13,6,55060.0,10378.0,27007.64,fecha_invalida
15095,,1739,25,2,9,1006.31,246.08,,"fecha_invalida,monto_invalido"
15096,,1228,69,14,6,1501.98,,,"fecha_invalida,monto_invalido"
15097,,2819,16,4,12,1136.86,81.55,122279.79,fecha_invalida
15098,,1534,51,1,12,1154.19,213.32,146432.83,fecha_invalida
15099,,1257,34,12,9,275.23,42.55,52524.0,fecha_invalida
15101,,1333,59,15,11,1318.49,154.35,,"fecha_invalida,monto_invalido"
15102,,1102,24,9,11,348.04,,26.90879,fecha_invalida
15103,,1933,53,5,12,,,32753.04,"fecha_invalida,prima_invalida"
15106,,1041,49,15,9,1221.04,6653.0,,"fecha_invalida,monto_invalido"
15107,,1322,72,5,7,1570.75,366.73,77969.85,fecha_invalida
15108,,247,32,2,6,226.11,,18.40106,fecha_invalida
15109,,226,54,2,7,858.02,132.82,21.1656,fecha_invalida
15110,,1316,57,15,5,,219.7,45273.87,"fecha_invalida,prima_invalida"
15111,,1355,3,9,11,,,,"fecha_invalida,prima_invalida,monto_invalido"
15112,,2200,32,4,12,1.9274,,177.06124,fecha_invalida
15114,,1517,53,4,5,1693.56,,248395.9,fecha_invalida
15115,,2287,27,6,11,,29.04,26610.06,"fecha_invalida,prima_invalida"
15117,2026-01-03,1912,41,2,3,,227.86,,"prima_invalida,monto_invalido"
15118,,2573,49,11,5,,223.97,131131.95,"fecha_invalida,prima_invalida"
15119,,1669,77,3,9,640.2,7662.0,,"fecha_invalida,monto_invalido"
15120,,1388,25,9,4,1504.73,,92.71323,fecha_invalida
15121,,1072,12,13,5,167.73,37.81,24879.0,fecha_invalida
15122,,1816,7,7,11,1553.85,,227962.87,fecha_invalida
15123,,2215,47,10,8,1040.48,170.07,190948.91,fecha_invalida
15124,2025-02-04,2077,44,5,4,1183.66,283.0,,monto_invalido
15125,,1389,23,15,3,718.03,42.14,133.29589,fecha_invalida
15126,,2069,36,15,7,,243.43,,"fecha_invalida,prima_invalida,monto_invalido"
15128,,1053,14,5,2,1254.23,15733.0,38894.08,fecha_invalida
15129,,1693,75,11,11,,127.09,,"fecha_invalida,prima_invalida,monto_invalido"
15130,,656,18,12,1,1751.75,23723.0,,"fecha_invalida,monto_invalido"
15131,,2282,4,8,5,,27920.0,248.85253,"fecha_invalida,prima_invalida"
15133,,295,52,15,5,52808.0,11434.0,50.36247,fecha_invalida
15134,,1095,31,11,8,,,,"fecha_invalida,prima_invalida,monto_invalido"
15135,,1684,31,11,2,,,109845.67,"fecha_invalida,prima_invalida"
15137,,602,10,7,2,1275.01,,224401.11,fecha_invalida
15138,,2157,56,3,7,,,15180.45,"fecha_invalida,prima_invalida"
15139,,2758,42,10,2,229.65,28.89,29082.34,fecha_invalida
15140,2025-03-27,2445,80,3,4,,22684.0,232.36028,prima_invalida
15141,,1353,61,7,3,1.40291,262.79,,"fecha_invalida,monto_invalido"
15142,,416,70,5,2,,326.94,79.87539,"fecha_invalida,prima_invalida"
15143,,45,38,10,1,1366.23,85.76,43966.05,fecha_invalida
15144,,182,37,10,9,689.07,82.34,28647.47,fecha_invalida
15145,,2966,5,3,3,60590.0,94.29,114829.67,fecha_invalida
15146,2025-07-09,485,72,13,5,,52.51,120311.08,prima_invalida
15148,,2889,39,6,7,543.75,110.33,41.66615,fecha_invalida
15149,,2108,24,3,1,,16861.0,51953.21,"fecha_invalida,prima_invalida"
15150,2025-02-15,580,72,9,7,9886.0,19.14,,monto_invalido
15151,,3590,59,12,11,,,42.51312,"fecha_invalida,prima_invalida"
15152,,785,7,15,6,,16.36,22553.12,"fecha_invalida,prima_invalida"
15153,,568,31,5,11,1146.45,,90121.71,fecha_invalida
15154,,863,76,7,2,,84.95,216359.88,"fecha_invalida,prima_invalida"
15155,,1263,70,14,9,1805.99,,338120.48,fecha_invalida
15156,,2919,6,4,7,1210.14,13048.0,,"fecha_invalida,monto_invalido"
15157,,655,78,11,12,1947.91,104.11,,"fecha_invalida,monto_invalido"
15159,2025-04-12,1760,14,1,12,,138.31,55570.88,prima_invalida
15160,,2464,1,6,11,,10403.0,31967.1,"fecha_invalida,prima_invalida"
15161,,2494,63,7,1,1866.1,,105.57978,fecha_invalida
15162,,191,56,7,6,33523.0,,9.21108,fecha_invalida
15165,,206,30,2,7,930.82,57.98,107070.16,fecha_invalida
15166,,288,23,12,3,,60.62,49138.35,"fecha_invalida,prima_invalida"
15167,,1863,30,2,4,532.44,,,"fecha_invalida,monto_invalido"
15168,,922,31,9,7,1632.38,2.18199,,"fecha_invalida,monto_invalido"
15169,2025-03-05,1825,11,12,12,913.9,133.51,,monto_invalido
15170,,1084,38,4,8,1.92958,217.14,61.3876,fecha_invalida
15171,,1463,27,8,3,108.62,1096.0,3.01929,fecha_invalida
15172,,1755,70,15,7,409.73,43.29,41572.67,fecha_invalida
15173,,875,53,2,4,552.94,65.1,58139.14,fecha_invalida
15175,,1283,49,3,11,972.67,5592.0,152894.22,fecha_invalida
15176,,149,4,15,3,1.72992,378.87,,"fecha_invalida,monto_invalido"
15177,,281,38,2,5,165.19,16.53,30581.07,fecha_invalida
15178,,650,54,9,4,1200.18,92.19,155602.17,fecha_invalida
15179,,2225,34,4,10,,148.89,96681.79,"fecha_invalida,prima_invalida"
15180,,685,37,12,12,13839.0,9.28,22.67415,fecha_invalida
15181,,1480,2,2,1,1396.44,308.64,229735.81,fecha_invalida
15182,,305,12,15,10,1988.4,371.74,91868.98,fecha_invalida
15183,,1293,14,9,1,14186.0,21.47,17130.75,fecha_invalida
15184,,2544,38,11,4,747.73,127.43,,"fecha_invalida,monto_invalido"
15185,2025-03-30,1126,54,4,2,24374.0,25.25,,monto_invalido
15186,,120,55,7,10,,,,"fecha_invalida,prima_invalida,monto_invalido"
15188,,1027,68,8,5,,18523.0,,"fecha_invalida,prima_invalida,monto_invalido"
15189,,1085,80,11,3,,327.56,109392.71,"fecha_invalida,prima_invalida"
15190,,1091,23,10,7,1.78166,241.69,211.53686,fecha_invalida
15191,,2610,25,10,3,,357.0,200654.48,"fecha_invalida,prima_invalida"
15192,,1350,67,9,2,88964.0,,162.21684,fecha_invalida
15193,,1550,43,10,8,,169.47,45162.63,"fecha_invalida,prima_invalida"
15194,,235,62,1,1,857.63,64.36,,"fecha_invalida,monto_invalido"
15195,,1124,48,10,6,856.93,,36955.62,fecha_invalida
15196,,405,42,15,7,671.27,76.79,26582.0,fecha_invalida
15197,,1931,20,13,3,619.18,121.36,85254.09,fecha_invalida
15198,,2217,69,15,12,473.85,,69.10513,fecha_invalida
15199,2025-04-20,1050,49,3,12,1779.26,27304.0,,monto_invalido
15200,,1462,62,5,4,16288.0,3855.0,19081.32,fecha_invalida
15201,,296,48,10,3,1.93883,207.5,223315.67,fecha_invalida
15202,,2272,48,4,3,,,,"fecha_invalida,prima_invalida,monto_invalido"
15203,,2406,24,7,10,1723.37,302.64,244.88584,fecha_invalida
15204,,2891,72,6,2,1.81113,436.23,,"fecha_invalida,monto_invalido"
15205,,392,76,5,7,395.55,79.08,36.39777,fecha_invalida
15206,,1106,40,13,4,1864.85,,67134.75,fecha_invalida
15207,,556,68,2,11,676.76,162.89,,"fecha_invalida,monto_invalido"
15208,,1075,23,5,11,446.88,84.65,12833.58,fecha_invalida
15209,,1002,63,12,8,1.66416,211.71,,"fecha_invalida,monto_invalido"
15210,,2739,80,3,7,786.65,89.7,122041.95,fecha_invalida
15211,,1105,46,4,2,405.6,5033.0,,"fecha_invalida,monto_invalido"
15212,,1863,50,6,10,1493.15,,127686.38,fecha_invalida
15214,,139,1,3,7,510.69,,,"fecha_invalida,monto_invalido"
15215,,2177,21,3,5,1323.45,247.72,79870.04,fecha_invalida
15217,,1162,73,5,11,728.8,128.84,141.76941,fecha_invalida
15218,,1620,42,1,2,1.33396,158.76,,"fecha_invalida,monto_invalido"
15219,,1604,65,6,7,,,39773.25,"fecha_invalida,prima_invalida"
15220,,968,2,1,2,769.13,,51.03595,fecha_invalida
15221,,2,50,2,7,64024.0,150.64,80169.31,fecha_invalida
15222,,1738,39,14,1,1446.97,,160510.56,fecha_invalida
15224,,2811,53,7,10,1596.12,289.37,230682.97,fecha_invalida
15225,2025-07-10,265,67,6,8,,139.47,32.39906,prima_invalida
15226,,1760,52,11,3,,122.62,181690.29,"fecha_invalida,prima_invalida"
15228,,2832,6,1,4,1461.16,82.02,213000.34,fecha_invalida
15229,,1443,34,1,12,233.61,44.75,46526.0,fecha_invalida
15230,,1296,66,9,3,78681.0,7698.0,74052.13,fecha_invalida
15231,,2572,36,3,9,1504.14,,144447.4,fecha_invalida
15232,,571,53,15,12,1939.79,280.92,266719.04,fecha_invalida
15233,,56,39,15,12,82986.0,69.42,,"fecha_invalida,monto_invalido"
15234,,2967,75,2,11,,16059.0,162053.51,"fecha_invalida,prima_invalida"
15235,,2227,39,7,4,,24.56,11.24883,"fecha_invalida,prima_invalida"
15236,,1360,4,11,3,1813.37,,325.48077,fecha_invalida
15237,,1793,15,15,6,1372.67,170.12,,"fecha_invalida,monto_invalido"
15238,,1633,79,2,3,1.28871,23261.0,251233.63,fecha_invalida
15239,,1905,23,6,3,,1685.0,8354.34,"fecha_invalida,prima_invalida"
15240,,1660,29,8,2,,280.92,175681.1,"fecha_invalida,prima_invalida"
15242,,2026,33,1,8,1309.37,17003.0,,"fecha_invalida,monto_invalido"
15244,,766,24,5,1,501.25,754.78,64012.29,fecha_invalida
15245,,2772,21,15,12,1134.25,,192.1268,fecha_invalida
15246,,1952,16,11,3,847.17,208.72,135523.27,fecha_invalida
15247,,968,80,4,6,1.72934,10127.0,42409.33,fecha_invalida
15248,,128,22,4,11,1.26947,,173044.25,fecha_invalida
15249,,2461,60,11,12,82103.0,195.74,85.78112,fecha_invalida
15250,,670,17,6,11,824.12,10906.0,75.68552,fecha_invalida
15251,,1727,35,11,5,485.15,8600.0,,"fecha_invalida,monto_invalido"
15252,,806,67,11,7,376.47,50051.0,65.81956,fecha_invalida
15253,,2953,66,2,11,,132.1,314189.2,"fecha_invalida,prima_invalida"
15254,,890,32,5,9,122.94,9.92,,"fecha_invalida,monto_invalido"
15255,,2754,16,14,8,486.49,25.47,,"fecha_invalida,monto_invalido"
15257,,172,56,5,6,93547.0,11594.0,,"fecha_invalida,monto_invalido"
15259,,12,7,11,11,1.48347,,46968.05,fecha_invalida
15260,,155,72,7,2,,,64.63888,"fecha_invalida,prima_invalida"
15261,,2412,44,14,12,,428.67,139548.96,"fecha_invalida,prima_invalida"
15262,,1415,27,3,5,1300.72,8067.0,,"fecha_invalida,monto_invalido"
15263,,2496,71,2,5,1.72062,382.59,,"fecha_invalida,monto_invalido"
15264,,1559,70,6,3,7697.0,,11995.01,fecha_invalida
15265,,1035,3,1,12,347.64,29.78,45307.4,fecha_invalida
15266,,1909,36,8,2,1416.39,32125.0,144.80097,fecha_invalida
15267,,252,59,8,3,508.54,7778.0,46058.38,fecha_invalida
15268,,507,58,12,4,1.57449,17774.0,249234.7,fecha_invalida
15269,2025-02-23,2708,17,2,3,399.31,75.8,,monto_invalido
15270,,898,5,11,9,,150.92,137065.48,"fecha_invalida,prima_invalida"
15271,2025-05-04,2105,63,7,10,,168.86,146549.61,prima_invalida
15272,,1089,30,1,7,,,125.61099,"fecha_invalida,prima_invalida"
15273,,2586,31,7,7,1913.89,119.63,,"fecha_invalida,monto_invalido"
15274,,860,38,13,11,,31.66,14002.44,"fecha_invalida,prima_invalida"
15275,2025-02-04,2234,46,1,5,411.47,54.34,,monto_invalido
15276,,2995,27,8,4,,291.34,,"fecha_invalida,prima_invalida,monto_invalido"
15277,,2937,46,7,12,260.57,3923.0,23742.31,fecha_invalida
15278,,24,12,11,2,1.42818,118.07,153959.94,fecha_invalida
15279,,1302,75,13,5,1.14797,227.35,187961.57,fecha_invalida
15280,,2705,64,15,3,,15.15,24572.56,"fecha_invalida,prima_invalida"
15281,,2255,64,13,2,664.71,6876.0,105.8001,fecha_invalida
15282,,1264,12,13,1,1894.22,,367532.25,fecha_invalida
15283,,1647,24,5,5,1.06547,131.28,161603.32,fecha_invalida
15284,,679,67,15,3,36053.0,,60137.15,fecha_invalida
15285,,3552,14,3,4,275.91,,28.15744,fecha_invalida
15287,,2190,6,8,6,,121.62,154.75221,"fecha_invalida,prima_invalida"
15288,,2640,28,5,11,506.06,10612.0,51.4027,fecha_invalida
15289,,2947,4,15,10,694.55,,27601.33,fecha_invalida
15290,,298,8,9,5,1664.77,9225.0,107109.07,fecha_invalida
15291,,1328,63,3,2,164.3,,17.53256,fecha_invalida
15292,,2853,47,11,1,,8.87,,"fecha_invalida,prima_invalida,monto_invalido"
15293,,1275,70,4,1,1810.29,105.67,203.77684,fecha_invalida
15294,,992,2,4,12,1863.11,,254086.16,fecha_invalida
15295,,2101,42,13,11,218.5,,,"fecha_invalida,monto_invalido"
15296,,590,74,14,11,1708.61,272.85,86940.92,fecha_invalida
15297,,44,59,8,6,1115.66,269.09,142571.97,fecha_invalida
15298,,1522,38,8,5,606.53,7446.0,79419.58,fecha_invalida
15299,,420,47,6,1,1225.71,138.13,136.54372,fecha_invalida
15300,,1157,5,8,6,1098.19,213.01,129.06771,fecha_invalida
15301,,328,62,11,11,1.43645,196.13,124727.41,fecha_invalida
15302,,2374,50,3,9,1064.07,18032.0,178258.11,fecha_invalida
15303,,1454,26,1,5,69.39,1424.0,6456.37,fecha_invalida
15304,,1596,22,10,9,1.64367,268.6,,"fecha_invalida,monto_invalido"
15306,2025-10-09,1257,38,9,5,1760.51,310.64,,monto_invalido
15307,,417,80,11,11,541.82,114.91,67521.75,fecha_invalida
15308,,1711,8,5,3,1398.48,,131581.23,fecha_invalida
15309,,776,22,7,6,1316.07,2232.47,114584.65,fecha_invalida
15310,,1762,58,15,1,372.68,37.68,41998.09,fecha_invalida
15311,,115,69,11,10,1841.93,178.24,204068.47,fecha_invalida
15313,,1158,33,5,9,1177.13,151.32,200.02796,fecha_invalida
15314,2025-03-01,307,71,9,3,1016.74,,,monto_invalido
15315,,1027,3,9,4,1.6395,384.97,,"fecha_invalida,monto_invalido"
15316,,1267,33,5,2,900.26,1.22463,142.85893,fecha_invalida
15317,,1871,5,7,7,1.48525,218.81,197392.39,fecha_invalida
15318,,1359,11,13,11,1785.28,41767.0,269.30315,fecha_invalida
15319,,763,24,3,1,261.47,55.73,23.34414,fecha_invalida
15320,,1354,74,13,5,744.22,61.93,131001.14,fecha_invalida
15321,,2062,61,4,8,1539.84,292.85,232394.13,fecha_invalida
15322,,462,32,5,4,1.18577,241.22,,"fecha_invalida,monto_invalido"
15323,,560,26,15,7,12757.0,23.77,12667.39,fecha_invalida
15324,,1689,55,10,7,1.48227,,162202.24,fecha_invalida
15325,,388,22,12,1,568.6,84.3,,"fecha_invalida,monto_invalido"
15326,,1822,35,12,11,,,21926.5,"fecha_invalida,prima_invalida"
15327,,314,65,6,9,,41.43,17792.71,"fecha_invalida,prima_invalida"
15329,,591,62,15,7,1135.93,,190208.26,fecha_invalida
15330,,2707,45,2,3,1645.37,,127217.48,fecha_invalida
15331,,1537,42,2,7,,3795.0,26747.4,"fecha_invalida,prima_invalida"
15333,,781,62,11,12,554.75,,,"fecha_invalida,monto_invalido"
15335,,1724,14,13,6,1287.71,254.27,,"fecha_invalida,monto_invalido"
15336,,2359,25,14,2,63343.0,80992.0,48.21294,fecha_invalida
15337,,2612,9,3,2,66381.0,,19949.99,fecha_invalida
15338,,1734,56,10,11,414.1,,44.0501,fecha_invalida
15339,,1662,66,5,8,540.89,13337.0,,"fecha_invalida,monto_invalido"
15341,,2795,44,8,1,751.01,40.79,44035.86,fecha_invalida
15342,,1840,25,3,7,51987.0,5095.0,76905.88,fecha_invalida
15343,,1167,3,11,4,503.94,39.98,,"fecha_invalida,monto_invalido"
15344,,1407,24,2,5,772.09,,,"fecha_invalida,monto_invalido"
15345,,1337,3,1,8,811.3,,135.82983,fecha_invalida
15346,,549,26,5,4,,,296769.0,"fecha_invalida,prima_invalida"
15347,,2962,52,3,12,1.29321,202.21,228842.13,fecha_invalida
15349,,1235,61,13,8,,206.24,114071.11,"fecha_invalida,prima_invalida"
15351,,2410,20,14,10,1052.24,84.3,112359.41,fecha_invalida
15353,,2887,39,2,6,,190.78,228136.4,"fecha_invalida,prima_invalida"
15354,,1304,67,3,10,,31678.0,55788.22,"fecha_invalida,prima_invalida"
15355,,2344,38,1,12,,,287579.71,"fecha_invalida,prima_invalida"
15356,,2057,71,10,6,,106.71,48367.35,"fecha_invalida,prima_invalida"
15357,,2775,25,2,6,1294.94,65.42,,"fecha_invalida,monto_invalido"
15358,,1468,61,5,9,1.98153,216.61,358227.32,fecha_invalida
15359,,1704,37,12,5,1705.64,225.97,,"fecha_invalida,monto_invalido"
15360,,969,44,9,9,1.88021,,39738.73,fecha_invalida
15361,,2139,58,4,2,540.1,,14.53908,fecha_invalida
15362,,2602,41,6,12,1861.3,430.62,106748.42,fecha_invalida
15363,,339,48,4,5,410.46,,24.89304,fecha_invalida
15364,,1417,39,14,4,790.39,,101401.47,fecha_invalida
15365,,436,70,11,11,,82.6,39589.49,"fecha_invalida,prima_invalida"
15366,,1423,10,2,12,1670.63,,304.48456,fecha_invalida
15367,,2473,15,10,7,0.0,87.62,,"fecha_invalida,monto_invalido"
15368,,1087,50,6,1,1647.38,155.13,237033.71,fecha_invalida
15369,2025-03-18,1358,34,7,11,,153.36,30474.5,prima_invalida
15370,,447,1,1,10,1.95105,16858.0,,"fecha_invalida,monto_invalido"
15371,,1853,76,12,1,760.85,163.63,128.14621,fecha_invalida
15372,,2898,77,3,5,7474.0,14.95,3643.08,fecha_invalida
15373,,2126,100,5,4,129.25,25.14,20438.36,fecha_invalida
15374,,661,54,7,3,673.72,,134628.71,fecha_invalida
15375,,1365,71,8,6,1.40158,242.63,260295.43,fecha_invalida
15376,,697,9,13,8,793.74,10581.0,41178.03,fecha_invalida
15377,,1885,20,9,11,,2556.04,246197.19,"fecha_invalida,prima_invalida"
15378,,1701,10,6,4,26154.0,55.0,14.47228,fecha_invalida
15379,,1846,80,7,12,25684.0,2910.0,,"fecha_invalida,monto_invalido"
15380,,2339,29,8,3,412.27,9174.0,,"fecha_invalida,monto_invalido"
15381,,2948,78,9,10,102.74,2493.0,15570.62,fecha_invalida
15384,,13,4,2,1,528.05,49.16,51589.11,fecha_invalida
15386,,79,37,3,12,,33.64,52224.82,"fecha_invalida,prima_invalida"
15387,2026-01-30,1523,21,11,1,,71.23,71.4563,prima_invalida
15388,,1925,54,15,5,,,81797.05,"fecha_invalida,prima_invalida"
15389,,3679,21,12,5,1478.0,10696.0,64443.99,fecha_invalida
15390,,1981,21,8,9,915.57,,154684.87,fecha_invalida
15391,,653,24,7,9,,7041.0,,"fecha_invalida,prima_invalida,monto_invalido"
15392,2025-07-15,1521,76,6,1,1.34737,116.28,,monto_invalido
15393,,2268,45,14,9,1906.45,285.32,91436.99,fecha_invalida
15394,,1800,28,14,12,,1597.0,15960.6,"fecha_invalida,prima_invalida"
15396,,1168,6,7,10,,18942.0,168278.09,"fecha_invalida,prima_invalida"
15397,,1356,66,10,10,711.1,,,"fecha_invalida,monto_invalido"
15398,,2873,73,15,8,1726.48,285.2,112706.59,fecha_invalida
15399,,2950,47,6,7,,16490.0,272364.63,"fecha_invalida,prima_invalida"
15400,,1281,20,10,12,579.78,72.11,107994.89,fecha_invalida
15401,,214,76,15,12,,,43491.13,"fecha_invalida,prima_invalida"
15402,,2462,77,4,5,1662.96,276.37,235402.99,fecha_invalida
15404,2025-04-20,184,53,15,5,608.8,107.11,,monto_invalido
15405,,696,73,14,5,,4793.0,,"fecha_invalida,prima_invalida,monto_invalido"
15406,,2168,50,4,3,1.05628,,,"fecha_invalida,monto_invalido"
15407,,2982,23,3,7,1819.4,365.8,229470.8,fecha_invalida
15408,,1253,43,12,5,171.42,,18452.58,fecha_invalida
15409,,2288,76,8,8,1910.83,13872.0,272.87105,fecha_invalida
15410,2025-05-30,1824,49,13,11,1229.84,,,monto_invalido
15411,,2926,12,5,1,,191.04,,"fecha_invalida,prima_invalida,monto_invalido"
15412,,533,79,10,3,,222.11,250391.38,"fecha_invalida,prima_invalida"
15414,,2734,74,7,2,271.03,37.44,15042.32,fecha_invalida
15415,,2576,15,8,11,,17.82,3184.33,"fecha_invalida,prima_invalida"
15416,,966,68,9,4,390.79,5637.0,73212.54,fecha_invalida
15417,,2163,39,14,12,743.19,43.29,127071.29,fecha_invalida
15418,,309,58,2,12,1.74844,184.62,155846.09,fecha_invalida
15419,,1657,14,12,12,67961.0,72.7,18.12261,fecha_invalida
15420,,1199,1,9,2,433.82,83.76,41644.74,fecha_invalida
15421,,2677,54,10,12,572.58,78.92,109182.25,fecha_invalida
15422,,250,33,1,7,1175.61,201.78,184359.23,fecha_invalida
15423,,2377,17,3,4,213.6,28.57,,"fecha_invalida,monto_invalido"
15424,,276,30,14,2,840.9,86.19,49.40356,fecha_invalida
15425,2026-01-23,925,58,12,9,,149.24,120061.3,prima_invalida
15426,,1352,64,1,4,1364.61,204.47,29.85682,fecha_invalida
15427,,1631,11,12,8,1994.07,45630.0,134968.13,fecha_invalida
15428,,1370,9,13,12,310.56,6988.0,,"fecha_invalida,monto_invalido"
15429,,1615,58,12,7,1264.15,113.41,34484.14,fecha_invalida
15430,2025-07-06,2257,43,1,4,,60.61,107.61211,prima_invalida
15431,,326,2,4,4,674.72,50.54,,"fecha_invalida,monto_invalido"
15433,,1150,73,3,5,621.76,98.72,53275.54,fecha_invalida
15435,,2014,63,12,3,,9352.0,61830.47,"fecha_invalida,prima_invalida"
15436,,62,48,13,2,1.57275,129.95,223723.72,fecha_invalida
15438,,7,10,7,1,,98.89,65781.77,"fecha_invalida,prima_invalida"
15439,,6,57,2,4,769.79,150.75,18109.45,fecha_invalida
15440,,164,26,11,6,455.39,25.67,27385.36,fecha_invalida
15442,,1134,64,9,8,1186.4,,,"fecha_invalida,monto_invalido"
15443,,1195,78,6,8,76904.0,6661.0,28319.99,fecha_invalida
15444,,2087,71,10,1,1945.31,469.52,277681.72,fecha_invalida
15445,,1391,35,7,3,1124.32,6542.0,,"fecha_invalida,monto_invalido"
15447,,1376,55,4,8,1.00712,161.97,137660.15,fecha_invalida
15448,,3838,15,14,8,1032.48,,50361.85,fecha_invalida
15449,,2556,44,1,12,1918.91,216.67,336.74567,fecha_invalida
15450,,1050,59,14,3,1451.02,96.87,72848.76,fecha_invalida
15452,,149,24,14,8,749.17,17260.0,,"fecha_invalida,monto_invalido"
15453,,686,15,11,7,0.0,,226639.93,fecha_invalida
15454,,1786,43,7,1,51551.0,106.03,59.02446,fecha_invalida
15455,,2221,19,4,7,1746.39,,249.31828,fecha_invalida
15458,,2319,56,15,2,,,148758.56,"fecha_invalida,prima_invalida"
15459,,2853,13,7,10,1915.45,,333121.21,fecha_invalida
15460,,2974,40,10,10,,125.21,59341.79,"fecha_invalida,prima_invalida"
15461,,936,65,8,9,76.51,1398.0,9929.93,fecha_invalida
15462,,2997,78,6,7,920.75,135.74,55439.0,fecha_invalida
15463,,2401,13,9,3,,120.76,110.66251,"fecha_invalida,prima_invalida"
15465,,3713,2,4,5,1228.65,23169.0,235.85775,fecha_invalida
15466,,1496,68,9,4,,13094.0,47199.5,"fecha_invalida,prima_invalida"
15467,,859,25,7,5,904.86,,,"fecha_invalida,monto_invalido"
15468,,81,5,3,7,,168.43,60496.42,"fecha_invalida,prima_invalida"
15469,2026-01-05,122,52,9,2,1515.11,2552.81,,monto_invalido
15471,2025-04-15,29,31,3,10,,19.74,24.78052,prima_invalida
15472,,693,59,9,1,511.23,4992.0,59560.2,fecha_invalida
15473,,1241,52,6,3,1469.56,198.95,101.44813,fecha_invalida
15475,,202,72,9,7,1775.83,295.37,119309.96,fecha_invalida
15476,,1684,62,6,5,,,17.72098,"fecha_invalida,prima_invalida"
15477,,1203,63,1,2,991.27,123.02,52027.95,fecha_invalida
15478,,1186,66,14,3,,,140142.92,"fecha_invalida,prima_invalida"
15482,,1543,34,13,9,1945.4,403.14,,"fecha_invalida,monto_invalido"
15483,,925,33,9,2,1435.85,,74206.59,fecha_invalida
15485,,1297,58,12,1,887.49,,150684.46,fecha_invalida
15486,,2429,24,1,8,988.14,,88360.91,fecha_invalida
15487,,1971,11,10,7,,153.06,133338.73,"fecha_invalida,prima_invalida"
15489,,189,64,7,11,28457.0,17.0,,"fecha_invalida,monto_invalido"
15490,2025-11-25,1819,22,5,2,1491.72,144.3,,monto_invalido
15491,,2091,63,7,5,1710.97,39704.0,149585.52,fecha_invalida
15492,,756,71,8,1,661.86,33.98,,"fecha_invalida,monto_invalido"
15493,,467,5,9,1,781.46,10665.0,,"fecha_invalida,monto_invalido"
15494,,1302,7,4,2,842.47,47.02,75286.92,fecha_invalida
15496,,1276,33,2,5,1718.44,175.92,302.76216,fecha_invalida
15497,,2336,35,13,9,339.81,25.52,35.67189,fecha_invalida
15499,,1300,1,13,10,1.20909,13598.0,124770.43,fecha_invalida
15500,,807,56,3,10,319.78,,24.11371,fecha_invalida
15502,,1879,52,10,6,173.99,15.36,34791.95,fecha_invalida
15503,,87,54,11,8,1.26889,297.98,42554.73,fecha_invalida
15504,,2950,18,9,2,,85.37,105006.19,"fecha_invalida,prima_invalida"
15505,,3855,61,3,8,,18.97,21974.6,"fecha_invalida,prima_invalida"
15506,,1753,37,8,4,1128.5,85.13,164.36151,fecha_invalida
15507,,2067,29,15,6,1711.68,327.35,91055.91,fecha_invalida
15508,,2793,17,11,1,1257.76,207.88,,"fecha_invalida,monto_invalido"
15509,,702,3,9,6,1407.07,114.06,,"fecha_invalida,monto_invalido"
15510,,1972,60,5,11,1.57344,220.94,173849.0,fecha_invalida
15511,,2522,63,14,10,49010.0,,94013.43,fecha_invalida
